Code,Sektor,Sub_Sektor,Ticker_YF,Link
WIFI,Teknologi,Aplikasi Jasa Internet,WIFI.JK,https://stockbit.com/symbol/WIFI
EMTK,Teknologi,Aplikasi Jasa Internet,EMTK.JK,https://stockbit.com/symbol/EMTK
BUKA,Teknologi,Aplikasi Jasa Internet,BUKA.JK,https://stockbit.com/symbol/BUKA
KIOS,Teknologi,Aplikasi Jasa Internet,KIOS.JK,https://stockbit.com/symbol/KIOS
TOSK,Teknologi,Aplikasi Jasa Internet,TOSK.JK,https://stockbit.com/symbol/TOSK
UVCR,Teknologi,Aplikasi Jasa Internet,UVCR.JK,https://stockbit.com/symbol/UVCR
JATI,Teknologi,Aplikasi Jasa Internet,JATI.JK,https://stockbit.com/symbol/JATI
DIVA,Teknologi,Aplikasi Jasa Internet,DIVA.JK,https://stockbit.com/symbol/DIVA
HDIT,Teknologi,Aplikasi Jasa Internet,HDIT.JK,https://stockbit.com/symbol/HDIT
MPIX,Teknologi,Aplikasi Jasa Internet,MPIX.JK,https://stockbit.com/symbol/MPIX
KREN,Teknologi,Aplikasi Jasa Internet,KREN.JK,https://stockbit.com/symbol/KREN
MCAS,Teknologi,Aplikasi Jasa Internet,MCAS.JK,https://stockbit.com/symbol/MCAS
TFAS,Teknologi,Aplikasi Jasa Internet,TFAS.JK,https://stockbit.com/symbol/TFAS
AWAN,Teknologi,Aplikasi Jasa Internet,AWAN.JK,https://stockbit.com/symbol/AWAN
BELI,Teknologi,Aplikasi Jasa Internet,BELI.JK,https://stockbit.com/symbol/BELI
CASH,Teknologi,Aplikasi Jasa Internet,CASH.JK,https://stockbit.com/symbol/CASH
NFCX,Teknologi,Aplikasi Jasa Internet,NFCX.JK,https://stockbit.com/symbol/NFCX
PGJO,Teknologi,Aplikasi Jasa Internet,PGJO.JK,https://stockbit.com/symbol/PGJO
BIRD,Transportasi dan Logistik,Transportasi Darat,BIRD.JK,https://stockbit.com/symbol/BIRD
ASSA,Transportasi dan Logistik,Transportasi Darat,ASSA.JK,https://stockbit.com/symbol/ASSA
IMJS,Transportasi dan Logistik,Transportasi Darat,IMJS.JK,https://stockbit.com/symbol/IMJS
WEHA,Transportasi dan Logistik,Transportasi Darat,WEHA.JK,https://stockbit.com/symbol/WEHA
TAXI,Transportasi dan Logistik,Transportasi Darat,TAXI.JK,https://stockbit.com/symbol/TAXI
BPTR,Transportasi dan Logistik,Transportasi Darat,BPTR.JK,https://stockbit.com/symbol/BPTR
TRJA,Transportasi dan Logistik,Transportasi Darat,TRJA.JK,https://stockbit.com/symbol/TRJA
LRNA,Transportasi dan Logistik,Transportasi Darat,LRNA.JK,https://stockbit.com/symbol/LRNA
SAFE,Transportasi dan Logistik,Transportasi Darat,SAFE.JK,https://stockbit.com/symbol/SAFE
GIAA,Transportasi dan Logistik,Maskapai,GIAA.JK,https://stockbit.com/symbol/GIAA
CMPP,Transportasi dan Logistik,Maskapai,CMPP.JK,https://stockbit.com/symbol/CMPP
HELI,Transportasi dan Logistik,Maskapai,HELI.JK,https://stockbit.com/symbol/HELI
WBSA,Transportasi dan Logistik,Logistik Pengantaran,WBSA.JK,https://stockbit.com/symbol/WBSA
PJHB,Transportasi dan Logistik,Logistik Pengantaran,PJHB.JK,https://stockbit.com/symbol/PJHB
SMDR,Transportasi dan Logistik,Logistik Pengantaran,SMDR.JK,https://stockbit.com/symbol/SMDR
LAJU,Transportasi dan Logistik,Logistik Pengantaran,LAJU.JK,https://stockbit.com/symbol/LAJU
BLOG,Transportasi dan Logistik,Logistik Pengantaran,BLOG.JK,https://stockbit.com/symbol/BLOG
TMAS,Transportasi dan Logistik,Logistik Pengantaran,TMAS.JK,https://stockbit.com/symbol/TMAS
SDMU,Transportasi dan Logistik,Logistik Pengantaran,SDMU.JK,https://stockbit.com/symbol/SDMU
JAYA,Transportasi dan Logistik,Logistik Pengantaran,JAYA.JK,https://stockbit.com/symbol/JAYA
KLAS,Transportasi dan Logistik,Logistik Pengantaran,KLAS.JK,https://stockbit.com/symbol/KLAS
ELPI,Transportasi dan Logistik,Logistik Pengantaran,ELPI.JK,https://stockbit.com/symbol/ELPI
KJEN,Transportasi dan Logistik,Logistik Pengantaran,KJEN.JK,https://stockbit.com/symbol/KJEN
MITI,Transportasi dan Logistik,Logistik Pengantaran,MITI.JK,https://stockbit.com/symbol/MITI
HAIS,Transportasi dan Logistik,Logistik Pengantaran,HAIS.JK,https://stockbit.com/symbol/HAIS
NELY,Transportasi dan Logistik,Logistik Pengantaran,NELY.JK,https://stockbit.com/symbol/NELY
HATM,Transportasi dan Logistik,Logistik Pengantaran,HATM.JK,https://stockbit.com/symbol/HATM
TRUK,Transportasi dan Logistik,Logistik Pengantaran,TRUK.JK,https://stockbit.com/symbol/TRUK
TNCA,Transportasi dan Logistik,Logistik Pengantaran,TNCA.JK,https://stockbit.com/symbol/TNCA
MPXL,Transportasi dan Logistik,Logistik Pengantaran,MPXL.JK,https://stockbit.com/symbol/MPXL
PURA,Transportasi dan Logistik,Logistik Pengantaran,PURA.JK,https://stockbit.com/symbol/PURA
MIRA,Transportasi dan Logistik,Logistik Pengantaran,MIRA.JK,https://stockbit.com/symbol/MIRA
BLTA,Transportasi dan Logistik,Logistik Pengantaran,BLTA.JK,https://stockbit.com/symbol/BLTA
GTRA,Transportasi dan Logistik,Logistik Pengantaran,GTRA.JK,https://stockbit.com/symbol/GTRA
AKSI,Transportasi dan Logistik,Logistik Pengantaran,AKSI.JK,https://stockbit.com/symbol/AKSI
PPGL,Transportasi dan Logistik,Logistik Pengantaran,PPGL.JK,https://stockbit.com/symbol/PPGL
LOPI,Transportasi dan Logistik,Logistik Pengantaran,LOPI.JK,https://stockbit.com/symbol/LOPI
SAPX,Transportasi dan Logistik,Logistik Pengantaran,SAPX.JK,https://stockbit.com/symbol/SAPX
DEAL,Transportasi dan Logistik,Logistik Pengantaran,DEAL.JK,https://stockbit.com/symbol/DEAL
RCCC,Transportasi dan Logistik,Logistik Pengantaran,RCCC.JK,https://stockbit.com/symbol/RCCC
