Sektor,Sub_Sektor,Ticker,Ticker_YF,Link
Barang-Konsumen-Primer,Makanan-Minuman,BWPT,BWPT.JK,https://stockbit.com/symbol/BWPT
Barang-Konsumen-Primer,Makanan-Minuman,JARR,JARR.JK,https://stockbit.com/symbol/JARR
Barang-Konsumen-Primer,Makanan-Minuman,SIMP,SIMP.JK,https://stockbit.com/symbol/SIMP
Barang-Konsumen-Primer,Makanan-Minuman,ULTJ,ULTJ.JK,https://stockbit.com/symbol/ULTJ
Barang-Konsumen-Primer,Makanan-Minuman,ASHA,ASHA.JK,https://stockbit.com/symbol/ASHA
Barang-Konsumen-Primer,Makanan-Minuman,COCO,COCO.JK,https://stockbit.com/symbol/COCO
Barang-Konsumen-Primer,Makanan-Minuman,WMUU,WMUU.JK,https://stockbit.com/symbol/WMUU
Barang-Konsumen-Primer,Makanan-Minuman,CPRO,CPRO.JK,https://stockbit.com/symbol/CPRO
Barang-Konsumen-Primer,Makanan-Minuman,IKAN,IKAN.JK,https://stockbit.com/symbol/IKAN
Barang-Konsumen-Primer,Makanan-Minuman,DSNG,DSNG.JK,https://stockbit.com/symbol/DSNG
Barang-Konsumen-Primer,Makanan-Minuman,CLEO,CLEO.JK,https://stockbit.com/symbol/CLEO
Barang-Konsumen-Primer,Makanan-Minuman,OILS,OILS.JK,https://stockbit.com/symbol/OILS
Barang-Konsumen-Primer,Makanan-Minuman,JELI,JELI.JK,https://stockbit.com/symbol/JELI
Barang-Konsumen-Primer,Makanan-Minuman,SMAR,SMAR.JK,https://stockbit.com/symbol/SMAR
Barang-Konsumen-Primer,Makanan-Minuman,HOKI,HOKI.JK,https://stockbit.com/symbol/HOKI
Barang-Konsumen-Primer,Makanan-Minuman,SSMS,SSMS.JK,https://stockbit.com/symbol/SSMS
Barang-Konsumen-Primer,Makanan-Minuman,PGUN,PGUN.JK,https://stockbit.com/symbol/PGUN
Barang-Konsumen-Primer,Makanan-Minuman,NSSS,NSSS.JK,https://stockbit.com/symbol/NSSS
Barang-Konsumen-Primer,Makanan-Minuman,BEEF,BEEF.JK,https://stockbit.com/symbol/BEEF
Barang-Konsumen-Primer,Makanan-Minuman,BTEK,BTEK.JK,https://stockbit.com/symbol/BTEK
Barang-Konsumen-Primer,Makanan-Minuman,MAIN,MAIN.JK,https://stockbit.com/symbol/MAIN
Barang-Konsumen-Primer,Makanan-Minuman,AYAM,AYAM.JK,https://stockbit.com/symbol/AYAM
Barang-Konsumen-Primer,Makanan-Minuman,DSFI,DSFI.JK,https://stockbit.com/symbol/DSFI
Barang-Konsumen-Primer,Makanan-Minuman,PTPS,PTPS.JK,https://stockbit.com/symbol/PTPS
Barang-Konsumen-Primer,Makanan-Minuman,SGRO,SGRO.JK,https://stockbit.com/symbol/SGRO
Barang-Konsumen-Primer,Makanan-Minuman,GOOD,GOOD.JK,https://stockbit.com/symbol/GOOD
Barang-Konsumen-Primer,Makanan-Minuman,NASI,NASI.JK,https://stockbit.com/symbol/NASI
Barang-Konsumen-Primer,Makanan-Minuman,DEWI,DEWI.JK,https://stockbit.com/symbol/DEWI
Barang-Konsumen-Primer,Makanan-Minuman,CMRY,CMRY.JK,https://stockbit.com/symbol/CMRY
Barang-Konsumen-Primer,Makanan-Minuman,PSDN,PSDN.JK,https://stockbit.com/symbol/PSDN
Barang-Konsumen-Primer,Makanan-Minuman,ISEA,ISEA.JK,https://stockbit.com/symbol/ISEA
Barang-Konsumen-Primer,Makanan-Minuman,ROTI,ROTI.JK,https://stockbit.com/symbol/ROTI
Barang-Konsumen-Primer,Makanan-Minuman,UNSP,UNSP.JK,https://stockbit.com/symbol/UNSP
Barang-Konsumen-Primer,Makanan-Minuman,TBLA,TBLA.JK,https://stockbit.com/symbol/TBLA
Barang-Konsumen-Primer,Makanan-Minuman,AISA,AISA.JK,https://stockbit.com/symbol/AISA
Barang-Konsumen-Primer,Makanan-Minuman,GULA,GULA.JK,https://stockbit.com/symbol/GULA
Barang-Konsumen-Primer,Makanan-Minuman,DPUM,DPUM.JK,https://stockbit.com/symbol/DPUM
Barang-Konsumen-Primer,Makanan-Minuman,JAWA,JAWA.JK,https://stockbit.com/symbol/JAWA
Barang-Konsumen-Primer,Makanan-Minuman,ANJT,ANJT.JK,https://stockbit.com/symbol/ANJT
Barang-Konsumen-Primer,Makanan-Minuman,CAMP,CAMP.JK,https://stockbit.com/symbol/CAMP
Barang-Konsumen-Primer,Makanan-Minuman,STAA,STAA.JK,https://stockbit.com/symbol/STAA
Barang-Konsumen-Primer,Makanan-Minuman,ENZO,ENZO.JK,https://stockbit.com/symbol/ENZO
Barang-Konsumen-Primer,Makanan-Minuman,CSRA,CSRA.JK,https://stockbit.com/symbol/CSRA
Barang-Konsumen-Primer,Makanan-Minuman,WAPO,WAPO.JK,https://stockbit.com/symbol/WAPO
Barang-Konsumen-Primer,Makanan-Minuman,NEST,NEST.JK,https://stockbit.com/symbol/NEST
Barang-Konsumen-Primer,Makanan-Minuman,MAXI,MAXI.JK,https://stockbit.com/symbol/MAXI
Barang-Konsumen-Primer,Makanan-Minuman,STRK,STRK.JK,https://stockbit.com/symbol/STRK
Barang-Konsumen-Primer,Makanan-Minuman,TAYS,TAYS.JK,https://stockbit.com/symbol/TAYS
Barang-Konsumen-Primer,Makanan-Minuman,ANDI,ANDI.JK,https://stockbit.com/symbol/ANDI
Barang-Konsumen-Primer,Makanan-Minuman,KEJU,KEJU.JK,https://stockbit.com/symbol/KEJU
Barang-Konsumen-Primer,Makanan-Minuman,IBOS,IBOS.JK,https://stockbit.com/symbol/IBOS
Barang-Konsumen-Primer,Makanan-Minuman,ADES,ADES.JK,https://stockbit.com/symbol/ADES
Barang-Konsumen-Primer,Makanan-Minuman,SKBM,SKBM.JK,https://stockbit.com/symbol/SKBM
Barang-Konsumen-Primer,Makanan-Minuman,CEKA,CEKA.JK,https://stockbit.com/symbol/CEKA
Barang-Konsumen-Primer,Makanan-Minuman,UDNG,UDNG.JK,https://stockbit.com/symbol/UDNG
Barang-Konsumen-Primer,Makanan-Minuman,NAYZ,NAYZ.JK,https://stockbit.com/symbol/NAYZ
Barang-Konsumen-Primer,Makanan-Minuman,BISI,BISI.JK,https://stockbit.com/symbol/BISI
Barang-Konsumen-Primer,Makanan-Minuman,YUPI,YUPI.JK,https://stockbit.com/symbol/YUPI
Barang-Konsumen-Primer,Makanan-Minuman,BEER,BEER.JK,https://stockbit.com/symbol/BEER
Barang-Konsumen-Primer,Makanan-Minuman,BOBA,BOBA.JK,https://stockbit.com/symbol/BOBA
Barang-Konsumen-Primer,Makanan-Minuman,TLDN,TLDN.JK,https://stockbit.com/symbol/TLDN
Barang-Konsumen-Primer,Makanan-Minuman,PSGO,PSGO.JK,https://stockbit.com/symbol/PSGO
Barang-Konsumen-Primer,Makanan-Minuman,GRPM,GRPM.JK,https://stockbit.com/symbol/GRPM
Barang-Konsumen-Primer,Makanan-Minuman,MKTR,MKTR.JK,https://stockbit.com/symbol/MKTR
Barang-Konsumen-Primer,Makanan-Minuman,MLBI,MLBI.JK,https://stockbit.com/symbol/MLBI
Barang-Konsumen-Primer,Makanan-Minuman,PMMP,PMMP.JK,https://stockbit.com/symbol/PMMP
Barang-Konsumen-Primer,Makanan-Minuman,SKLT,SKLT.JK,https://stockbit.com/symbol/SKLT
Barang-Konsumen-Primer,Makanan-Minuman,BUDI,BUDI.JK,https://stockbit.com/symbol/BUDI
Barang-Konsumen-Primer,Makanan-Minuman,WMPP,WMPP.JK,https://stockbit.com/symbol/WMPP
Barang-Konsumen-Primer,Makanan-Minuman,PNGO,PNGO.JK,https://stockbit.com/symbol/PNGO
Barang-Konsumen-Primer,Makanan-Minuman,FOOD,FOOD.JK,https://stockbit.com/symbol/FOOD
Barang-Konsumen-Primer,Makanan-Minuman,FISH,FISH.JK,https://stockbit.com/symbol/FISH
Barang-Konsumen-Primer,Makanan-Minuman,STTP,STTP.JK,https://stockbit.com/symbol/STTP
Barang-Konsumen-Primer,Makanan-Minuman,DLTA,DLTA.JK,https://stockbit.com/symbol/DLTA
Barang-Konsumen-Primer,Makanan-Minuman,GUNA,GUNA.JK,https://stockbit.com/symbol/GUNA
Barang-Konsumen-Primer,Makanan-Minuman,CRAB,CRAB.JK,https://stockbit.com/symbol/CRAB
Barang-Konsumen-Primer,Makanan-Minuman,AGAR,AGAR.JK,https://stockbit.com/symbol/AGAR
Barang-Konsumen-Primer,Makanan-Minuman,MGRO,MGRO.JK,https://stockbit.com/symbol/MGRO
Barang-Konsumen-Primer,Makanan-Minuman,SIPD,SIPD.JK,https://stockbit.com/symbol/SIPD
Barang-Konsumen-Primer,Makanan-Minuman,CBUT,CBUT.JK,https://stockbit.com/symbol/CBUT
Barang-Konsumen-Primer,Makanan-Minuman,TGUK,TGUK.JK,https://stockbit.com/symbol/TGUK
Barang-Konsumen-Primer,Makanan-Minuman,WINE,WINE.JK,https://stockbit.com/symbol/WINE
Barang-Konsumen-Primer,Makanan-Minuman,FAPA,FAPA.JK,https://stockbit.com/symbol/FAPA
Barang-Konsumen-Primer,Makanan-Minuman,TGKA,TGKA.JK,https://stockbit.com/symbol/TGKA
Barang-Konsumen-Primer,Makanan-Minuman,SOUL,SOUL.JK,https://stockbit.com/symbol/SOUL
Barang-Konsumen-Primer,Makanan-Minuman,TRGU,TRGU.JK,https://stockbit.com/symbol/TRGU
Barang-Konsumen-Primer,Makanan-Minuman,IPPE,IPPE.JK,https://stockbit.com/symbol/IPPE
Barang-Konsumen-Primer,Makanan-Minuman,ALTO,ALTO.JK,https://stockbit.com/symbol/ALTO
Barang-Konsumen-Primer,Makanan-Minuman,MAGP,MAGP.JK,https://stockbit.com/symbol/MAGP
Barang-Konsumen-Primer,Makanan-Minuman,GOLL,GOLL.JK,https://stockbit.com/symbol/GOLL
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,UNVR,UNVR.JK,https://stockbit.com/symbol/UNVR
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,BRRC,BRRC.JK,https://stockbit.com/symbol/BRRC
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,NANO,NANO.JK,https://stockbit.com/symbol/NANO
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,MBTO,MBTO.JK,https://stockbit.com/symbol/MBTO
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,MRAT,MRAT.JK,https://stockbit.com/symbol/MRAT
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,KINO,KINO.JK,https://stockbit.com/symbol/KINO
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,VICI,VICI.JK,https://stockbit.com/symbol/VICI
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,UCID,UCID.JK,https://stockbit.com/symbol/UCID
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,MSJA,MSJA.JK,https://stockbit.com/symbol/MSJA
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,EURO,EURO.JK,https://stockbit.com/symbol/EURO
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,TCID,TCID.JK,https://stockbit.com/symbol/TCID
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,FLMC,FLMC.JK,https://stockbit.com/symbol/FLMC
Barang-Konsumen-Primer,Produk-Rumah-Tangga-Tidak-Tahan-Lama,KPAS,KPAS.JK,https://stockbit.com/symbol/KPAS
Barang-Konsumen-Primer,Rokok,GGRM,GGRM.JK,https://stockbit.com/symbol/GGRM
Barang-Konsumen-Primer,Rokok,HMSP,HMSP.JK,https://stockbit.com/symbol/HMSP
Barang-Konsumen-Primer,Rokok,WIIM,WIIM.JK,https://stockbit.com/symbol/WIIM
Barang-Konsumen-Primer,Rokok,ITIC,ITIC.JK,https://stockbit.com/symbol/ITIC
Barang-Konsumen-Primer,Rokok,RMBA,RMBA.JK,https://stockbit.com/symbol/RMBA
Keuangan,Asuransi,PNLF,PNLF.JK,https://stockbit.com/symbol/PNLF
Keuangan,Asuransi,AHAP,AHAP.JK,https://stockbit.com/symbol/AHAP
Keuangan,Asuransi,TUGU,TUGU.JK,https://stockbit.com/symbol/TUGU
Keuangan,Asuransi,YOII,YOII.JK,https://stockbit.com/symbol/YOII
Keuangan,Asuransi,JMAS,JMAS.JK,https://stockbit.com/symbol/JMAS
Keuangan,Asuransi,PNIN,PNIN.JK,https://stockbit.com/symbol/PNIN
Keuangan,Asuransi,VINS,VINS.JK,https://stockbit.com/symbol/VINS
Keuangan,Asuransi,LPGI,LPGI.JK,https://stockbit.com/symbol/LPGI
Keuangan,Asuransi,LIFE,LIFE.JK,https://stockbit.com/symbol/LIFE
Keuangan,Asuransi,AMAG,AMAG.JK,https://stockbit.com/symbol/AMAG
Keuangan,Asuransi,MTWI,MTWI.JK,https://stockbit.com/symbol/MTWI
Keuangan,Asuransi,ASMI,ASMI.JK,https://stockbit.com/symbol/ASMI
Keuangan,Asuransi,ASJT,ASJT.JK,https://stockbit.com/symbol/ASJT
Keuangan,Asuransi,ASDM,ASDM.JK,https://stockbit.com/symbol/ASDM
Keuangan,Asuransi,MREI,MREI.JK,https://stockbit.com/symbol/MREI
Keuangan,Asuransi,BHAT,BHAT.JK,https://stockbit.com/symbol/BHAT
Keuangan,Asuransi,ASRM,ASRM.JK,https://stockbit.com/symbol/ASRM
Keuangan,Asuransi,ASBI,ASBI.JK,https://stockbit.com/symbol/ASBI
Keuangan,Asuransi,ABDA,ABDA.JK,https://stockbit.com/symbol/ABDA
Keuangan,jasa-pembiayaan,BFIN,BFIN.JK,https://stockbit.com/symbol/BFIN
Keuangan,jasa-pembiayaan,CFIN,CFIN.JK,https://stockbit.com/symbol/CFIN
Keuangan,jasa-pembiayaan,ADMF,ADMF.JK,https://stockbit.com/symbol/ADMF
Keuangan,jasa-pembiayaan,WOMF,WOMF.JK,https://stockbit.com/symbol/WOMF
Keuangan,jasa-pembiayaan,VTNY,VTNY.JK,https://stockbit.com/symbol/VTNY
Keuangan,jasa-pembiayaan,FUJI,FUJI.JK,https://stockbit.com/symbol/FUJI
Keuangan,jasa-pembiayaan,HDFA,HDFA.JK,https://stockbit.com/symbol/HDFA
Keuangan,jasa-pembiayaan,VRNA,VRNA.JK,https://stockbit.com/symbol/VRNA
Keuangan,jasa-pembiayaan,TRUS,TRUS.JK,https://stockbit.com/symbol/TRUS
Keuangan,jasa-pembiayaan,TIFA,TIFA.JK,https://stockbit.com/symbol/TIFA
Keuangan,jasa-pembiayaan,BBLD,BBLD.JK,https://stockbit.com/symbol/BBLD
Keuangan,jasa-pembiayaan,BPFI,BPFI.JK,https://stockbit.com/symbol/BPFI
Keuangan,jasa-pembiayaan,FINN,FINN.JK,https://stockbit.com/symbol/FINN
Keuangan,Bank,BBCA,BBCA.JK,https://stockbit.com/symbol/BBCA
Keuangan,Bank,BBRI,BBRI.JK,https://stockbit.com/symbol/BBRI
Keuangan,Bank,BMRI,BMRI.JK,https://stockbit.com/symbol/BMRI
Keuangan,Bank,BBNI,BBNI.JK,https://stockbit.com/symbol/BBNI
Keuangan,Bank,BRIS,BRIS.JK,https://stockbit.com/symbol/BRIS
Keuangan,Bank,SUPA,SUPA.JK,https://stockbit.com/symbol/SUPA
Keuangan,Bank,BBTN,BBTN.JK,https://stockbit.com/symbol/BBTN
Keuangan,Bank,ARTO,ARTO.JK,https://stockbit.com/symbol/ARTO
Keuangan,Bank,BBYB,BBYB.JK,https://stockbit.com/symbol/BBYB
Keuangan,Bank,BNGA,BNGA.JK,https://stockbit.com/symbol/BNGA
Keuangan,Bank,BBKP,BBKP.JK,https://stockbit.com/symbol/BBKP
Keuangan,Bank,BTPS,BTPS.JK,https://stockbit.com/symbol/BTPS
Keuangan,Bank,BJTM,BJTM.JK,https://stockbit.com/symbol/BJTM
Keuangan,Bank,AGRO,AGRO.JK,https://stockbit.com/symbol/AGRO
Keuangan,Bank,NISP,NISP.JK,https://stockbit.com/symbol/NISP
Keuangan,Bank,BJBR,BJBR.JK,https://stockbit.com/symbol/BJBR
Keuangan,Bank,INPC,INPC.JK,https://stockbit.com/symbol/INPC
Keuangan,Bank,BDMN,BDMN.JK,https://stockbit.com/symbol/BDMN
Keuangan,Bank,BBHI,BBHI.JK,https://stockbit.com/symbol/BBHI
Keuangan,Bank,BGTG,BGTG.JK,https://stockbit.com/symbol/BGTG
Keuangan,Bank,BABP,BABP.JK,https://stockbit.com/symbol/BABP
Keuangan,Bank,PNBS,PNBS.JK,https://stockbit.com/symbol/PNBS
Keuangan,Bank,BANK,BANK.JK,https://stockbit.com/symbol/BANK
Keuangan,Bank,MEGA,MEGA.JK,https://stockbit.com/symbol/MEGA
Keuangan,Bank,BACA,BACA.JK,https://stockbit.com/symbol/BACA
Keuangan,Bank,BNLI,BNLI.JK,https://stockbit.com/symbol/BNLI
Keuangan,Bank,BNII,BNII.JK,https://stockbit.com/symbol/BNII
Keuangan,Bank,PNBN,PNBN.JK,https://stockbit.com/symbol/PNBN
Keuangan,Bank,BSIM,BSIM.JK,https://stockbit.com/symbol/BSIM
Keuangan,Bank,NOBU,NOBU.JK,https://stockbit.com/symbol/NOBU
Keuangan,Bank,MAYA,MAYA.JK,https://stockbit.com/symbol/MAYA
Keuangan,Bank,BVIC,BVIC.JK,https://stockbit.com/symbol/BVIC
Keuangan,Bank,DNAR,DNAR.JK,https://stockbit.com/symbol/DNAR
Keuangan,Bank,BEKS,BEKS.JK,https://stockbit.com/symbol/BEKS
Keuangan,Bank,BTPN,BTPN.JK,https://stockbit.com/symbol/BTPN
Keuangan,Bank,BNBA,BNBA.JK,https://stockbit.com/symbol/BNBA
Keuangan,Bank,AGRS,AGRS.JK,https://stockbit.com/symbol/AGRS
Keuangan,Bank,AMAR,AMAR.JK,https://stockbit.com/symbol/AMAR
Keuangan,Bank,MCOR,MCOR.JK,https://stockbit.com/symbol/MCOR
Keuangan,Bank,BCIC,BCIC.JK,https://stockbit.com/symbol/BCIC
Keuangan,Bank,BKSW,BKSW.JK,https://stockbit.com/symbol/BKSW
Keuangan,Bank,BINA,BINA.JK,https://stockbit.com/symbol/BINA
Keuangan,Bank,BBSI,BBSI.JK,https://stockbit.com/symbol/BBSI
Keuangan,Bank,SDRA,SDRA.JK,https://stockbit.com/symbol/SDRA
Keuangan,Bank,BMAS,BMAS.JK,https://stockbit.com/symbol/BMAS
Keuangan,Bank,MASB,MASB.JK,https://stockbit.com/symbol/MASB
Keuangan,Bank,BBMD,BBMD.JK,https://stockbit.com/symbol/BBMD
Keuangan,Bank,BSWD,BSWD.JK,https://stockbit.com/symbol/BSWD
Keuangan,jasa-investasi,PADI,PADI.JK,https://stockbit.com/symbol/PADI
Keuangan,jasa-investasi,TRIM,TRIM.JK,https://stockbit.com/symbol/TRIM
Keuangan,jasa-investasi,PANS,PANS.JK,https://stockbit.com/symbol/PANS
Keuangan,jasa-investasi,AMOR,AMOR.JK,https://stockbit.com/symbol/AMOR
Keuangan,jasa-investasi,RELI,RELI.JK,https://stockbit.com/symbol/RELI
Keuangan,jasa-investasi,YULE,YULE.JK,https://stockbit.com/symbol/YULE
Keuangan,holding-investasi,COIN,COIN.JK,https://stockbit.com/symbol/COIN
Keuangan,holding-investasi,SRTG,SRTG.JK,https://stockbit.com/symbol/SRTG
Keuangan,holding-investasi,DEFI,DEFI.JK,https://stockbit.com/symbol/DEFI
Keuangan,holding-investasi,BCAP,BCAP.JK,https://stockbit.com/symbol/BCAP
Keuangan,holding-investasi,PALM,PALM.JK,https://stockbit.com/symbol/PALM
Keuangan,holding-investasi,GSMF,GSMF.JK,https://stockbit.com/symbol/GSMF
Keuangan,holding-investasi,PEGE,PEGE.JK,https://stockbit.com/symbol/PEGE
Keuangan,holding-investasi,DNET,DNET.JK,https://stockbit.com/symbol/DNET
Keuangan,holding-investasi,LPPS,LPPS.JK,https://stockbit.com/symbol/LPPS
Keuangan,holding-investasi,SMMA,SMMA.JK,https://stockbit.com/symbol/SMMA
Keuangan,holding-investasi,POLA,POLA.JK,https://stockbit.com/symbol/POLA
Keuangan,holding-investasi,STAR,STAR.JK,https://stockbit.com/symbol/STAR
Keuangan,holding-investasi,VICO,VICO.JK,https://stockbit.com/symbol/VICO
Keuangan,holding-investasi,APIC,APIC.JK,https://stockbit.com/symbol/APIC
Keuangan,holding-investasi,CASA,CASA.JK,https://stockbit.com/symbol/CASA
Keuangan,holding-investasi,NICK,NICK.JK,https://stockbit.com/symbol/NICK
Keuangan,holding-investasi,BPII,BPII.JK,https://stockbit.com/symbol/BPII
Keuangan,holding-investasi,POOL,POOL.JK,https://stockbit.com/symbol/POOL
Keuangan,holding-investasi,SFAN,SFAN.JK,https://stockbit.com/symbol/SFAN
Keuangan,holding-investasi,OCAP,OCAP.JK,https://stockbit.com/symbol/OCAP
Keuangan,holding-investasi,PLAS,PLAS.JK,https://stockbit.com/symbol/PLAS
Barang-Konsumen-NonPrimer,media-hiburan,MNCN,MNCN.JK,https://stockbit.com/symbol/MNCN
Barang-Konsumen-NonPrimer,media-hiburan,SCMA,SCMA.JK,https://stockbit.com/symbol/SCMA
Barang-Konsumen-NonPrimer,media-hiburan,FUTR,FUTR.JK,https://stockbit.com/symbol/FUTR
Barang-Konsumen-NonPrimer,media-hiburan,DOOH,DOOH.JK,https://stockbit.com/symbol/DOOH
Barang-Konsumen-NonPrimer,media-hiburan,BMTR,BMTR.JK,https://stockbit.com/symbol/BMTR
Barang-Konsumen-NonPrimer,media-hiburan,MDIA,MDIA.JK,https://stockbit.com/symbol/MDIA
Barang-Konsumen-NonPrimer,media-hiburan,RANS,RANS.JK,https://stockbit.com/symbol/RANS
Barang-Konsumen-NonPrimer,media-hiburan,FILM,FILM.JK,https://stockbit.com/symbol/FILM
Barang-Konsumen-NonPrimer,media-hiburan,MSIN,MSIN.JK,https://stockbit.com/symbol/MSIN
Barang-Konsumen-NonPrimer,media-hiburan,NETV,NETV.JK,https://stockbit.com/symbol/NETV
Barang-Konsumen-NonPrimer,media-hiburan,VIVA,VIVA.JK,https://stockbit.com/symbol/VIVA
Barang-Konsumen-NonPrimer,media-hiburan,MSKY,MSKY.JK,https://stockbit.com/symbol/MSKY
Barang-Konsumen-NonPrimer,media-hiburan,TMPO,TMPO.JK,https://stockbit.com/symbol/TMPO
Barang-Konsumen-NonPrimer,media-hiburan,IPTV,IPTV.JK,https://stockbit.com/symbol/IPTV
Barang-Konsumen-NonPrimer,media-hiburan,MARI,MARI.JK,https://stockbit.com/symbol/MARI
Barang-Konsumen-NonPrimer,media-hiburan,ABBA,ABBA.JK,https://stockbit.com/symbol/ABBA
Barang-Konsumen-NonPrimer,media-hiburan,VERN,VERN.JK,https://stockbit.com/symbol/VERN
Barang-Konsumen-NonPrimer,media-hiburan,FORU,FORU.JK,https://stockbit.com/symbol/FORU
Barang-Konsumen-NonPrimer,media-hiburan,RAAM,RAAM.JK,https://stockbit.com/symbol/RAAM
Barang-Konsumen-NonPrimer,media-hiburan,DIGI,DIGI.JK,https://stockbit.com/symbol/DIGI
Barang-Konsumen-NonPrimer,perdagangan-ritel,LPPF,LPPF.JK,https://stockbit.com/symbol/LPPF
Barang-Konsumen-NonPrimer,perdagangan-ritel,ZATA,ZATA.JK,https://stockbit.com/symbol/ZATA
Barang-Konsumen-NonPrimer,perdagangan-ritel,ACES,ACES.JK,https://stockbit.com/symbol/ACES
Barang-Konsumen-NonPrimer,perdagangan-ritel,ERAA,ERAA.JK,https://stockbit.com/symbol/ERAA
Barang-Konsumen-NonPrimer,perdagangan-ritel,MAPI,MAPI.JK,https://stockbit.com/symbol/MAPI
Barang-Konsumen-NonPrimer,perdagangan-ritel,YELO,YELO.JK,https://stockbit.com/symbol/YELO
Barang-Konsumen-NonPrimer,perdagangan-ritel,MPMX,MPMX.JK,https://stockbit.com/symbol/MPMX
Barang-Konsumen-NonPrimer,perdagangan-ritel,RALS,RALS.JK,https://stockbit.com/symbol/RALS
Barang-Konsumen-NonPrimer,perdagangan-ritel,MAPA,MAPA.JK,https://stockbit.com/symbol/MAPA
